,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,cond_num,grade_num,view_num,bed/bath,avg_fl_space,water_bool,base_bool,renovate_bool,City,Population_x,city_pop,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98039,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199
28,240000.0,4.0,1.0,1220.0,8075.0,1.0,NO,890.0,330.0,1969,0,98001,1290.0,7800.0,2,5,0,4.0,890.0,0,1,0,Auburn,31911,103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,605000.0,4.0,2.5,2620.0,7553.0,2.0,NO,2620.0,0.0,1996,0,98056,2620.0,11884.0,2,6,0,1.6,1310.0,0,0,0,Renton,32489,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,775000.0,4.0,2.25,4220.0,24186.0,1.0,NO,2600.0,1620.0,1984,0,98166,2410.0,30617.0,2,6,0,1.7777777777777777,2600.0,0,1,0,Seattle,20301,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,685000.0,3.0,1.0,1570.0,2280.0,2.0,NO,1570.0,0.0,1922,0,98119,1580.0,2640.0,3,3,0,3.0,785.0,0,0,0,Seattle,21039,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,309000.0,3.0,1.0,1280.0,9656.0,1.0,NO,920.0,360.0,1959,0,98058,1340.0,8808.0,2,5,0,3.0,920.0,0,1,0,Renton,41938,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,210490.0,3.0,1.0,990.0,8528.0,1.0,NO,990.0,0.0,1966,0,98023,1228.0,8840.0,3,6,0,3.0,990.0,0,0,0,Federal Way,47510,91661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,785000.0,4.0,2.5,2290.0,13416.0,2.0,NO,2290.0,0.0,1981,0,98007,2680.0,13685.0,3,4,0,1.6,1145.0,0,0,0,Bellevue,24889,131324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,450000.0,3.0,1.75,1250.0,5963.0,1.0,NO,1250.0,0.0,1953,0,98115,970.0,5100.0,4,6,2,1.7142857142857142,1250.0,0,0,0,Seattle,46206,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1350000.0,3.0,2.5,2753.0,65005.0,1.0,YES,2165.0,588.0,1953,0,98070,2680.0,72513.0,2,4,0,1.2,2165.0,1,1,0,Vashon,10624,10624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,228000.0,3.0,1.0,1190.0,9199.0,1.0,NO,1190.0,0.0,1955,0,98148,1190.0,9364.0,3,5,0,3.0,1190.0,0,0,0,Seattle,10010,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,345000.0,5.0,2.5,3150.0,9134.0,1.0,NO,1640.0,1510.0,1966,0,98056,1990.0,9133.0,3,4,0,2.0,1640.0,0,1,0,Renton,32489,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,585000.0,2.0,1.75,1980.0,8550.0,1.0,NO,990.0,990.0,1981,0,98117,1480.0,6738.0,2,5,0,1.1428571428571428,990.0,0,1,0,Seattle,31365,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,920000.0,5.0,2.25,2730.0,6000.0,1.0,NO,2130.0,600.0,1927,0,98105,2730.0,6000.0,2,6,0,2.2222222222222223,1420.0,0,1,0,Seattle,43924,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,301000.0,3.0,2.5,2420.0,4750.0,2.0,NO,2420.0,0.0,2003,0,98042,2690.0,4750.0,3,5,4,1.2,1210.0,0,0,0,Kent,43673,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,430000.0,4.0,3.0,1850.0,9976.0,2.0,NO,1850.0,0.0,1991,0,98059,2270.0,8542.0,3,5,3,1.3333333333333333,925.0,0,0,0,Renton,34463,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,289000.0,3.0,1.75,1260.0,8400.0,1.0,NO,1260.0,0.0,1954,0,98148,1290.0,8750.0,4,5,0,1.7142857142857142,1260.0,0,0,0,Seattle,10010,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,549000.0,3.0,1.75,1540.0,1044.0,3.0,NO,1540.0,0.0,2014,0,98115,1580.0,3090.0,2,4,0,1.7142857142857142,513.3333333333334,0,0,0,Seattle,46206,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,425000.0,3.0,2.25,1660.0,6000.0,1.0,NO,1110.0,550.0,1979,0,98122,1440.0,4080.0,4,4,0,1.3333333333333333,1110.0,0,1,0,Seattle,31454,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,317625.0,3.0,2.75,2770.0,3809.0,1.0,NO,1770.0,1000.0,1925,0,98144,1440.0,4000.0,2,7,0,1.0909090909090908,1180.0,0,1,0,Seattle,26881,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,287000.0,4.0,2.5,2240.0,4648.0,2.0,NO,2240.0,0.0,2005,0,98001,2221.0,4557.0,3,4,0,1.6,1120.0,0,0,0,Auburn,31911,103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1330000.0,5.0,2.25,3200.0,20158.0,1.0,NO,1600.0,1600.0,1965,0,98004,3390.0,20158.0,3,8,0,2.2222222222222223,1600.0,0,1,0,Bellevue,27946,131324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1040000.0,5.0,3.25,4770.0,50094.0,1.0,NO,3070.0,1700.0,1973,0,98005,3530.0,38917.0,3,4,0,1.5384615384615385,3070.0,0,1,0,Bellevue,17714,131324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,325000.0,3.0,2.0,1260.0,5612.0,1.0,NO,1260.0,0.0,1972,0,98034,1640.0,4745.0,4,4,0,1.5,1260.0,0,0,0,Kirkland,40407,74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,571000.0,4.0,2.0,2750.0,7807.0,1.0,NO,2250.0,500.0,1916,0,98125,1510.0,7807.0,2,5,0,2.0,1500.0,0,1,0,Seattle,37081,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,349000.0,3.0,1.75,1790.0,50529.0,1.0,NO,1090.0,700.0,1965,0,98042,1940.0,50529.0,3,7,0,1.7142857142857142,1090.0,0,1,0,Kent,43673,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,832500.0,4.0,4.0,3430.0,35102.0,2.0,NO,2390.0,1040.0,1986,0,98075,3240.0,35020.0,2,4,0,1.0,1195.0,0,1,0,Sammamish,20715,46463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,410000.0,3.0,1.0,1410.0,5060.0,1.0,NO,910.0,500.0,1956,0,98133,1130.0,5693.0,2,7,0,3.0,910.0,0,1,0,Seattle,44555,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,390000.0,3.0,2.5,2350.0,5100.0,2.0,NO,2350.0,0.0,2003,0,98038,2350.0,5363.0,2,4,0,1.2,1175.0,0,0,0,Maple Valley,31171,31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,360000.0,4.0,2.5,1900.0,5889.0,2.0,NO,1900.0,0.0,1992,0,98038,1870.0,6405.0,2,4,0,1.6,950.0,0,0,0,Maple Valley,31171,31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
